DATABASE;NAME;EQUATION;CODE;MAIN EQUATION;ENZYME;PATHWAY;KEGG MAPS;REVERSIBILITY;DELTAG;DELTAGERR;KEGGID;ARGONNEID;MODELID;MODELS
rxn03499;27-hydroxycholesterol,NADPH:oxygen oxidoreductase|(7alpha-hydroxylating)|cholest-5-ene-3beta,27-diol,NADPH:oxygen oxidoreductase| (7alpha-hydroxylating);cpd00005 + cpd00007 + cpd00067 + cpd03781 <=> cpd00001 + cpd00006 + cpd03782;cpd00005 + cpd00007 + cpd03781 <=> cpd00001 + cpd00006 + cpd03782;cpd00007 + cpd03781 <=> cpd03782;1.14.13.60|1.14.13.100;;;=>;-96.1867;1.35632;R07372;rxn03499|rxn05100;rxn05100|R07372;All:rxn05100|All:R07372
rxn03500;S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase;cpd00017 + cpd03787 <=> cpd00019 + cpd00067 + cpd03789;cpd00017 + cpd03787 <=> cpd00019 + cpd03789;cpd00017 + cpd03787 <=> cpd00019 + cpd03789;2.1.1.128;;;<=>;-4.36;2.22091;R05162;rxn03500;R05162;All:R05162
rxn03501;1-Carboxyvinyl carboxyphosphonate phosphorylmutase (decarboxylating);cpd00067 + cpd03803 <=> cpd00011 + cpd03804;cpd03803 <=> cpd00011 + cpd03804;cpd03803 <=> cpd03804;2.7.8.23;;;<=>;1e+07;1e+07;R05165;rxn03501;R05165;All:R05165
rxn03502;Oligosaccharide lacto-N-biosylhydrolase;cpd00001 + cpd03807 <=> cpd03808 + cpd03809;cpd00001 + cpd03807 <=> cpd03808 + cpd03809;cpd03807 <=> cpd03808 + cpd03809;3.2.1.140;;;<=>;-3.113;0.692797;R05166;rxn03502;R05166;All:R05166
rxn03503;Phthalyl-amide amidohydrolase;cpd00001 + cpd03810 <=> cpd00067 + cpd01129 + cpd03811;cpd00001 + cpd03810 <=> cpd01129 + cpd03811;cpd03810 <=> cpd01129 + cpd03811;3.5.1.79;;;<=>;-1.703;0.889163;R05167;rxn03503;R05167;All:R05167
rxn03504;N-Acetyl-D-galactosamine 6-phosphate amidohydrolase|N-acetyl-D-galactosamine 6-phosphate amidohydrolase;cpd00001 + cpd03812 <=> cpd00029 + cpd03813;cpd00001 + cpd03812 <=> cpd00029 + cpd03813;cpd03812 <=> cpd00029 + cpd03813;3.5.1.25;Galactose metabolism|rn00052;00052;<=>;-2.003;0.984391;R05168;rxn03504;R05168;All:R05168
rxn03505;Methylenediurea aminohydrolase;(2) cpd00001 + (2) cpd00067 + cpd03816 <=> cpd00011 + (2) cpd00013 + cpd03819;(2) cpd00001 + cpd03816 <=> cpd00011 + (2) cpd00013 + cpd03819;cpd03816 <=> cpd03819;3.5.3.21;;;=>;5.194;1.77693;R05169;rxn03505;R05169;All:R05169
rxn03506;Methylenediurea aminohydrolase;cpd00001 + cpd03816 <=> cpd00013 + cpd03817;cpd00001 + cpd03816 <=> cpd00013 + cpd03817;cpd03816 <=> cpd03817;3.5.3.21;;;=>;-4.723;0.88056;R05170;rxn03506;R05170;All:R05170
rxn03507;N-(Carboxyaminomethyl)urea aminohydrolase;(2) cpd00067 + cpd03817 <=> cpd00011 + cpd03818;cpd03817 <=> cpd00011 + cpd03818;cpd03817 <=> cpd03818;3.5.3.21;;;<=>;7.45;0.828894;R05171;rxn03507;R05171;All:R05171
rxn03508;N-(Aminomethyl)urea aminohydrolase;cpd00001 + cpd03818 <=> cpd00013 + cpd03819;cpd00001 + cpd03818 <=> cpd00013 + cpd03819;cpd03818 <=> cpd03819;3.5.3.21;;;<=>;2.467;0.744508;R05172;rxn03508;R05172;All:R05172
rxn03509;2-Aryl-2-methylmalonate carboxy-lyase;cpd00067 + cpd03823 <=> cpd00011 + cpd03824;cpd03823 <=> cpd00011 + cpd03824;cpd03823 <=> cpd03824;4.1.1.76;;;=>;-1.67;0.611992;R05173;rxn03509;R05173;All:R05173
rxn03510;16-alpha-Hydroxypregnenolone hydro-lyase;cpd03825 <=> cpd00001 + cpd03827;cpd03825 <=> cpd00001 + cpd03827;cpd03825 <=> cpd03827;4.2.1.98;;;=>;-6.257;0.852639;R05174;rxn03510;R05174;All:R05174
rxn03511;ADP-D-glycero-D-manno-heptose 6-epimerase|ADP-D-glycero-D-manno-heptose epimerase|ADP-D-glycero-D-manno-heptose 6-epimerase|AGMHE|ADP-D-glycero-D-manno-heptoseepimerase;cpd03830 <=> cpd03831;cpd03830 <=> cpd03831;cpd03830 <=> cpd03831;5.1.3.20;Lipopolysaccharide biosynthesis|Lipopolysaccharide Biosynthesis / Recycling|Cell Envelope Biosynthesis|rn00540;00540;<=>;0;2;R05176;rxn03511;R05176|AGMHE;All:R05176|All:AGMHE|iAF1260:AGMHE|iIT341:AGMHE|iJR904:AGMHE|iSB619:AGMHE
rxn03512;Precorrin 8X 11,12-methylmutase|Precorrin 8X 11,12-methylmutase|precorrin-8X methylmutase;cpd00067 + cpd03835 <=> cpd03832;cpd03835 <=> cpd03832;cpd03835 <=> cpd03832;5.4.1.2;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Cofactor Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05177;rxn03512;PC8XM|R05177;All:PC8XM|All:R05177|iJN746:PC8XM|iMEO21:PC8XM|iNJ661:PC8XM
rxn03513;S-Adenosyl-L-methionine:precorrin-3B C17-methyltransferase|S-Adenosyl-L-methionine:precorrin-3B C17-methyltransferase|precorrin-3B C17-methyltransferase;cpd00017 + cpd03833 <=> cpd00019 + (2) cpd00067 + cpd03834;cpd00017 + cpd03833 <=> cpd00019 + cpd03834;cpd00017 + cpd03833 <=> cpd00019 + cpd03834;2.1.1.131;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Cofactor Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05180;rxn03513;PC17M|R05180;All:PC17M|All:R05180|iJN746:PC17M|iMEO21:PC17M|iNJ661:PC17M
rxn03514;S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase|S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase|precorrin-4 C11-methyltransferase;cpd00017 + cpd03834 <=> cpd00019 + cpd00067 + cpd03839;cpd00017 + cpd03834 <=> cpd00019 + cpd03839;cpd00017 + cpd03834 <=> cpd00019 + cpd03839;2.1.1.133;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Cofactor Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05181;rxn03514;R05181|PC11M;All:R05181|All:PC11M|iJN746:PC11M|iMEO21:PC11M|iNJ661:PC11M
rxn03515;acyl-CoA:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and|enoyl-reducing and thioester-hydrolysing);(2) cpd00005 + cpd00022 + (2) cpd00067 + cpd00070 <=> (2) cpd00006 + (2) cpd00010 + cpd00011 + cpd00487;(2) cpd00005 + cpd00022 + cpd00070 <=> (2) cpd00006 + (2) cpd00010 + cpd00011 + cpd00487;cpd00022 + cpd00070 <=> cpd00487;2.3.1.85;;;<=>;1e+07;1e+07;;rxn03515;;
rxn03517;alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde);cpd00097 + cpd00363 <=> cpd00071 + cpd00986;cpd00097 + cpd00363 <=> cpd00071 + cpd00986;cpd00363 <=> cpd00071;1.1.99.8|1.1.1.1;Glycolysis / Gluconeogenesis|rn00010;00010;=>;-37.94;4.48972;R05198;rxn03517;ALCDkt|R05198;All:ALCDkt|All:R05198|iJN746:ALCDkt
rxn03518;;cpd00007 + cpd03871 <=> cpd00025 + cpd03872;cpd00007 + cpd03871 <=> cpd00025 + cpd03872;cpd00007 + cpd03871 <=> cpd00025 + cpd03872;1.1.3.-;Aminophosphonate metabolism|rn00440;00440;<=>;-13.6897;1.9952;R05200;rxn03518;R05200;All:R05200
rxn03519;ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase;cpd00008 + cpd00885 <=> cpd00002 + cpd00943;cpd00008 + cpd00885 <=> cpd00002 + cpd00943;cpd00008 + cpd00885 <=> cpd00002 + cpd00943;2.7.1.158|2.7.1.-;Inositol phosphate metabolism|Phosphatidylinositol signaling system|rn00562|rn04070;00562|04070;<=>;4.5;0.23673;R05202;rxn03519;R05202|MI13456PKn;All:R05202|iMM904:MI13456PKn
rxn03520;;cpd02024 <=> cpd03873;cpd02024 <=> cpd03873;cpd02024 <=> cpd03873;;Aminophosphonate metabolism|rn00440;;=>;-11.1;0.206814;R05204;rxn03520;R05204;All:R05204
rxn03521;;cpd03873 <=> cpd03874;cpd03873 <=> cpd03874;cpd03873 <=> cpd03874;;Aminophosphonate metabolism|rn00440;;=>;-43.22;0.189488;R05205;rxn03521;R05205;All:R05205
rxn03522;;cpd03874 <=> cpd03875;cpd03874 <=> cpd03875;cpd03874 <=> cpd03875;;Aminophosphonate metabolism|rn00440;;<=>;1e+07;1e+07;R05206;rxn03522;R05206;All:R05206
rxn03523;;cpd00023 + cpd03541 <=> cpd00001 + cpd03878;cpd00023 + cpd03541 <=> cpd00001 + cpd03878;cpd00023 + cpd03541 <=> cpd03878;2.3.2.-;Arachidonic acid metabolism|rn00590;00590;<=>;0.463;0.848213;R05207;rxn03523;R05207;All:R05207
rxn03524;Mercaptoethanol:cyanide sulfurtransferase;cpd00150 + cpd00688 <=> cpd00067 + cpd00363 + cpd01211;cpd00150 + cpd00688 <=> cpd00363 + cpd01211;cpd00150 + cpd00688 <=> cpd00363 + cpd01211;2.8.1.2;;;<=>;1e+07;1e+07;;rxn03524;;
rxn03525;(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O|phenol-coupling)| phenol-coupling);cpd00005 + cpd00007 + cpd00067 + cpd03107 + cpd03676 <=> (2) cpd00001 + cpd00006 + cpd03922;cpd00005 + cpd00007 + cpd03107 + cpd03676 <=> (2) cpd00001 + cpd00006 + cpd03922;cpd00007 + cpd03107 + cpd03676 <=> cpd03922;1.14.21.3;Alkaloid biosynthesis I|rn00950;00950;=>;-92.7137;1.6262;R05210;rxn03525;R05210;All:R05210
rxn03526;S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie|N- methyltransferase| N- methyltransferase;cpd00017 + cpd03930 <=> cpd00019 + cpd00067 + cpd01426;cpd00017 + cpd03930 <=> cpd00019 + cpd01426;cpd00017 + cpd03930 <=> cpd00019 + cpd01426;2.1.1.115;Alkaloid biosynthesis I|rn00950;00950;<=>;-6.74;2.32676;R05211;rxn03526;R05211;All:R05211
rxn03527;S-Adenosyl-L-methionine:3'-hydroxy-N-methyl-(S)-coclaurine|4'-O-methyltransferase| 4'-O-methyltransferase;cpd00017 + cpd03929 <=> cpd00019 + cpd00067 + cpd03930;cpd00017 + cpd03929 <=> cpd00019 + cpd03930;cpd00017 + cpd03929 <=> cpd00019 + cpd03930;2.1.1.116;Alkaloid biosynthesis I|rn00950;00950;<=>;-4.36;2.22091;R05212;rxn03527;R05212;All:R05212
rxn03528;S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline|5'-O-methyltransferase| 5'-O-methyltransferase;cpd00017 + cpd03927 <=> cpd00019 + cpd00067 + cpd03928;cpd00017 + cpd03927 <=> cpd00019 + cpd03928;cpd00017 + cpd03927 <=> cpd00019 + cpd03928;2.1.1.121;Alkaloid biosynthesis I|rn00950;00950;<=>;-4.36;2.22091;R05213;rxn03528;R05213;All:R05213
rxn03529;S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase;cpd00017 + cpd01864 <=> cpd00019 + cpd00067 + cpd03927;cpd00017 + cpd01864 <=> cpd00019 + cpd03927;cpd00017 + cpd01864 <=> cpd00019 + cpd03927;2.1.1.128;Alkaloid biosynthesis I|rn00950;00950;<=>;-4.36;2.22091;R05214;rxn03529;R05214;All:R05214
rxn03530;(S)-N-Methylcoclaurine, NADPH:oxygen oxidoreductase (C-O|phenol-coupling)| phenol-coupling);cpd00005 + cpd00007 + cpd00067 + (2) cpd03107 <=> (2) cpd00001 + cpd00006 + cpd03921;cpd00005 + cpd00007 + (2) cpd03107 <=> (2) cpd00001 + cpd00006 + cpd03921;cpd00007 + 2 cpd03107 <=> cpd03921;1.14.21.3;Alkaloid biosynthesis I|rn00950;00950;=>;-92.7137;1.6262;R05215;rxn03530;R05215;All:R05215
rxn03531;S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie|N- methyltransferase| N- methyltransferase;cpd00017 + cpd03926 <=> cpd00019 + cpd00067 + cpd03083;cpd00017 + cpd03926 <=> cpd00019 + cpd03083;cpd00017 + cpd03926 <=> cpd00019 + cpd03083;2.1.1.115;Alkaloid biosynthesis I|rn00950;00950;<=>;-6.74;2.32676;R05216;rxn03531;R05216;All:R05216
rxn03532;precorrin-3A,NADH:oxygen oxidoreductase (20-hydroxylating);cpd00004 + cpd00007 + cpd00067 + cpd03420 <=> cpd00001 + cpd00003 + cpd03833;cpd00004 + cpd00007 + cpd03420 <=> cpd00001 + cpd00003 + cpd03833;cpd00007 + cpd03420 <=> cpd03833;1.14.13.83;Porphyrin and chlorophyll metabolism|rn00860;00860;<=>;1e+07;1e+07;;rxn03532;;
rxn03533;cob(II)yrinic acid-a,c-diamide:FMN oxidoreductase;cpd00050 + (2) cpd00067 + (2) cpd03914 <=> cpd01270 + (2) cpd03915;cpd00050 + (2) cpd03914 <=> cpd01270 + (2) cpd03915;cpd00050 + 2 cpd03914 => cpd01270 + 2 cpd03915;1.16.8.1;Porphyrin and chlorophyll metabolism;;<=>;1e+07;1e+07;;rxn03533;;
rxn03534;Precorrin 5 <=> Precorrin 6X;cpd00001 + cpd00017 + cpd03839 <=> cpd00019 + cpd00029 + (2) cpd00067 + cpd03761;cpd00001 + cpd00017 + cpd03839 <=> cpd00019 + cpd00029 + cpd03761;cpd00017 + cpd03839 <=> cpd00019 + cpd00029 + cpd03761;2.1.1.152;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Cofactor Metabolism|rn00860|Porphyrin and Chlorophyll Metabolism;00860;<=>;1e+07;1e+07;R05219;rxn03534;R05219|PRE5;All:R05219|iMEO21:PRE5
rxn03535;ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase|ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase|cob(I)yrinic acid a,c-diamide adenosyltransferase;cpd00002 + cpd03915 <=> cpd00421 + cpd03916;cpd00002 + cpd03915 <=> cpd00421 + cpd03916;cpd00002 + cpd03915 <=> cpd00421 + cpd03916;2.5.1.17;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Cofactor Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05220;rxn03535;R05220|CYRDAAT;All:R05220|All:CYRDAAT|iAF692:CYRDAAT|iJN746:CYRDAAT|iMEO21:CYRDAAT|iNJ661:CYRDAAT
rxn03536;Adenosyl cobinamide kinase;cpd00002 + cpd03918 <=> cpd00008 + cpd00067 + cpd03919;cpd00002 + cpd03918 <=> cpd00008 + cpd03919;cpd00002 + cpd03918 <=> cpd00008 + cpd03919;2.7.1.156;Porphyrin and chlorophyll metabolism|Cofactor and Prosthetic Group Biosynthesis|Porphyrin and chlorophyll metabolism|Porphyrin Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05221;rxn03536;ADOCBIK|R05221|ADCOBAK;All:ADOCBIK|All:R05221|iAF1260:ADOCBIK|iJN746:ADOCBIK|iJR904:ADOCBIK|iMEO21:ADOCBIK|iNJ661:ADOCBIK|iSO783:ADCOBAK
rxn03537;Adenosyl cobinamide phosphate guanyltransferase;cpd00038 + cpd00067 + cpd03919 <=> cpd00012 + cpd03920;cpd00038 + cpd03919 <=> cpd00012 + cpd03920;cpd00038 + cpd03919 <=> cpd03920;2.7.7.62;Porphyrin and chlorophyll metabolism|Cofactor and Prosthetic Group Biosynthesis|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Cofactor Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05222;rxn03537;ACBIPGT|R05222;All:ACBIPGT|All:R05222|iAF1260:ACBIPGT|iAF692:ACBIPGT|iJN746:ACBIPGT|iJR904:ACBIPGT|iMEO21:ACBIPGT|iNJ661:ACBIPGT|iSO783:ACBIPGT
rxn03538;Adenosylcobalamin 5'-phosphate synthase;cpd03423 + cpd03920 <=> cpd00126 + cpd00166;cpd03423 + cpd03920 <=> cpd00126 + cpd00166;cpd03423 + cpd03920 <=> cpd00126 + cpd00166;2.7.8.26;Porphyrin and chlorophyll metabolism|Cofactor and Prosthetic Group Biosynthesis|Porphyrin and chlorophyll metabolism|Porphyrin Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05223;rxn03538;R05223|ADOCBLS|COBPS;All:R05223|All:ADOCBLS|iAF1260:ADOCBLS|iJN746:ADOCBLS|iJR904:ADOCBLS|iMEO21:ADOCBLS|iNJ661:ADOCBLS|iSO783:COBPS
rxn03539;;(2) cpd00001 + (2) cpd00002 + (2) cpd00053 + cpd03832 <=> (2) cpd00009 + cpd03913;(2) cpd00001 + (2) cpd00002 + (2) cpd00053 + cpd03832 <=> (2) cpd00009 + cpd03913;2 cpd00002 + 2 cpd00053 + cpd03832 => cpd03913;6.3.5.9;Porphyrin and chlorophyll metabolism;;<=>;1e+07;1e+07;;rxn03539;;
rxn03540;adenosylcobyric acid synthase (glutamine-hydrolysing);(4) cpd00001 + (4) cpd00002 + (4) cpd00053 + cpd03916 <=> (4) cpd00008 + (4) cpd00009 + (4) cpd00023 + (4) cpd00067 + cpd03917;(4) cpd00001 + (4) cpd00002 + (4) cpd00053 + cpd03916 <=> (4) cpd00008 + (4) cpd00009 + (4) cpd00023 + cpd03917;4 cpd00002 + 4 cpd00053 + cpd03916 <=> 4 cpd00008 + 4 cpd00023 + cpd03917;6.3.5.10;Porphyrin and chlorophyll metabolism|Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|Porphyrin Metabolism|Porphyrin and Chlorophyll Metabolism|rn00860;00860;<=>;1e+07;1e+07;R05225;rxn03540;ADCYRS|R05225|ADCOBHEXS;All:ADCYRS|All:R05225|iAF692:ADCYRS|iJN746:ADCYRS|iMEO21:ADCYRS|iNJ661:ADCYRS|iSB619:ADCYRS|iSO783:ADCOBHEXS
rxn03541;adenosylcobinamide amidohydrolase|Adenosyl cobinamide amidohydrolase;cpd02039 + cpd03917 <=> cpd00001 + cpd03918;cpd02039 + cpd03917 <=> cpd00001 + cpd03918;cpd02039 + cpd03917 <=> cpd03918;3.5.1.90;Porphyrin and chlorophyll metabolism|Vitamins & Cofactor Biosynthesis|rn00860;00860;<=>;1e+07;1e+07;R05226;rxn03541|rxn10428;rxn10428|ADOCBIAH|R05226|ADCOBAS;All:rxn10428|All:ADOCBIAH|All:R05226|iAF692:ADOCBIAH|iSO783:ADCOBAS
rxn03542;hydrogenobyrinic-acid-a,c-diamide:cobalt cobalt-ligase (ADP-forming);cpd00002 + cpd00149 + cpd03913 <=> cpd00008 + cpd00009 + cpd00067 + cpd03914;cpd00002 + cpd00149 + cpd03913 <=> cpd00008 + cpd00009 + cpd03914;cpd00002 + cpd00149 + cpd03913 => cpd00008 + cpd03914;6.6.1.2;Porphyrin and chlorophyll metabolism;;<=>;1e+07;1e+07;;rxn03542;;
rxn03543;Penicillin-N,2-oxoglutarate:oxygen oxidoreductase (ring-expanding);cpd00001 + (2) cpd00011 + (2) cpd00036 + cpd01995 <=> (2) cpd00024 + cpd03972;cpd00001 + (2) cpd00011 + (2) cpd00036 + cpd01995 <=> (2) cpd00024 + cpd03972;2 cpd00036 + cpd01995 <=> 2 cpd00024 + cpd03972;;Penicillin and cephalosporin biosynthesis;;<=;208.887;1.56541;;rxn03543;;
rxn03544;;cpd00011 + cpd00036 + cpd01995 <=> cpd00007 + cpd00024 + cpd03973;cpd00011 + cpd00036 + cpd01995 <=> cpd00007 + cpd00024 + cpd03973;cpd00036 + cpd01995 <=> cpd00007 + cpd00024 + cpd03973;1.14.11.26|1.14.11.-;Penicillin and cephalosporin biosynthesis|rn00311;00311;<=;106.47;0.775471;R05229;rxn03544;R05229;All:R05229
rxn03545;;cpd00146 + cpd01995 <=> cpd00009 + cpd00067 + cpd03975;cpd00146 + cpd01995 <=> cpd00009 + cpd03975;cpd00146 + cpd01995 <=> cpd03975;2.1.3.-|2.1.3.7;Penicillin and cephalosporin biosynthesis|rn00311;00311;=>;-7.304;0.707871;R05230;rxn03545;R05230;All:R05230
rxn03546;6-Hydroxyhexanoate:NADP+ oxidoreductase;cpd00006 + cpd03641 <=> cpd00005 + cpd00067 + cpd03640;cpd00006 + cpd03641 <=> cpd00005 + cpd03640;cpd03641 <=> cpd03640;1.1.1.2;Caprolactam degradation|rn00930;00930;<=>;5.22;1.06983;R05231;rxn03546;R05231;All:R05231
rxn03547;p-Cumic alcohol:NAD+ oxidoreductase|p-cumic alcohol:NAD+ oxidoreductase;cpd00003 + cpd03983 <=> cpd00004 + cpd00067 + cpd03984;cpd00003 + cpd03983 <=> cpd00004 + cpd03984;cpd03983 <=> cpd03984;1.1.1.90;Biphenyl degradation|rn00621;00621;<=>;3.67;1.09642;R05232;rxn03547;R05232;All:R05232
rxn03548;;cpd04015 <=> (2) cpd00067 + cpd04017;cpd04015 <=> cpd04017;cpd04015 <=> cpd04017;1.1.1.1;3-Chloroacrylic acid degradation|rn00641;00641;=>;-11.13;0.328757;R05233;rxn03548;R05233;All:R05233
rxn03549;;cpd04016 <=> (2) cpd00067 + cpd04017;cpd04016 <=> cpd04017;cpd04016 => cpd04017;1.1.1.1;3-Chloroacrylic acid degradation;;=>;-11.13;0.328757;;rxn03549;;
rxn03550;Aromatic aldehyde:NADP+ oxidoreductase (ATP-forming)|p-cumic aldehyde:NAD+ oxidoreductase;cpd00001 + cpd00003 + cpd03984 <=> cpd00004 + (2) cpd00067 + cpd03985;cpd00001 + cpd00003 + cpd03984 <=> cpd00004 + cpd03985;cpd03984 <=> cpd03985;1.2.1.29;Biphenyl degradation|rn00621;00621;<=>;-9.803;1.17612;R05235;rxn03550;R05235;All:R05235
rxn03551;4-Hydroxymuconic-semialdehyde:NAD+ oxidoreductase;cpd00001 + cpd00003 + cpd04007 <=> cpd00004 + (2) cpd00067 + cpd01498;cpd00001 + cpd00003 + cpd04007 <=> cpd00004 + cpd01498;cpd04007 <=> cpd01498;1.2.1.61;gamma-Hexachlorocyclohexane degradation|rn00361;00361;=>;-18.763;1.35226;R05236;rxn03551;R05236;All:R05236
rxn03552;;cpd00001 + cpd04017 <=> (3) cpd00067 + cpd04018;cpd00001 + cpd04017 <=> cpd04018;cpd04017 <=> cpd04018;1.2.1.3;3-Chloroacrylic acid degradation|rn00641;00641;=>;-24.603;0.537789;R05237;rxn03552;R05237;All:R05237
rxn03553;ADPglucose:sn-glycerol-3-phosphate 2-beta-D-glucosyltransferase;cpd00001 + cpd04017 <=> (3) cpd00067 + cpd04019;cpd00001 + cpd04017 <=> cpd04019;cpd04017 => cpd04019;1.2.1.3;3-Chloroacrylic acid degradation;;=>;-24.603;0.537789;;rxn03553;;
rxn03554;cis-3-phenylcyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase;cpd00003 + cpd03995 <=> cpd00004 + cpd00067 + cpd01661;cpd00003 + cpd03995 <=> cpd00004 + cpd01661;cpd03995 <=> cpd01661;1.3.1.56;Biphenyl degradation|rn00621;00621;<=>;-5.74;2.11303;R05239;rxn03554;R05239;All:R05239
rxn03555;cis-2,3-dihydroxy-2,3-dihydro-p-cumate:NAD+ oxidoreductase;cpd00003 + cpd03986 <=> cpd00004 + cpd00067 + cpd03987;cpd00003 + cpd03986 <=> cpd00004 + cpd03987;cpd03986 <=> cpd03987;1.3.1.58;Biphenyl degradation|rn00621;00621;<=>;-11.78;2.07735;R05240;rxn03555;R05240;All:R05240
rxn03556;cis-3-phenylcyclohexa-3,5-diene-1,2-diol:NAD+ oxidoreductase|cis-2,3-dihydro-2,3-dihydroxy-4'-chlorobiphenyl:NAD+ oxidoreductase;cpd00003 + cpd03991 <=> cpd00004 + cpd00067 + cpd03992;cpd00003 + cpd03991 <=> cpd00004 + cpd03992;cpd03991 <=> cpd03992;1.3.1.56;Biphenyl degradation|rn00621;00621;<=>;-5.74;2.11303;R05241;rxn03556;R05241;All:R05241
rxn03557;2,5-dichloro-2,5-cyclohexadiene-1,4-diol:NAD+ oxidoreductase;cpd00003 + cpd04003 <=> cpd00004 + cpd00067 + cpd04004;cpd00003 + cpd04003 <=> cpd00004 + cpd04004;cpd04003 <=> cpd04004;1.3.1.-;gamma-Hexachlorocyclohexane degradation|rn00361;00361;=>;-16.6;2.03465;R05243;rxn03557;R05243;All:R05243
rxn03558;NADPH:p-benzoquinone oxidoreductase|NADPH:quinone oxidoreductase;cpd00005 + cpd00067 + cpd00364 <=> cpd00006 + cpd00415;cpd00005 + cpd00364 <=> cpd00006 + cpd00415;;1.6.5.6|1.6.5.2;gamma-Hexachlorocyclohexane degradation|rn00361;00361;=>;-12.56;1.95487;R07359|R05244;rxn03558;R07359|R05244;All:R07359|All:R05244
rxn03559;2,3-Dihydroxy-4'-chlorobiphenyl:oxygen 1,2-oxidoreductase|(decyclizing)| (decyclizing);cpd00007 + cpd03992 <=> cpd00067 + cpd03993;cpd00007 + cpd03992 <=> cpd03993;cpd00007 + cpd03992 <=> cpd03993;1.13.11.39;Biphenyl degradation|rn00621;00621;=>;-74.4597;1.65833;R05245;rxn03559;R05245;All:R05245
rxn03560;;cpd00007 + cpd00415 <=> cpd00067 + cpd04007;cpd00007 + cpd00415 <=> cpd04007;cpd00007 + cpd00415 <=> cpd04007;1.13.11.-;gamma-Hexachlorocyclohexane degradation|rn00361;00361;=>;-72.8897;1.45185;R05246;rxn03560;R05246;All:R05246
rxn03561;;cpd00004 + cpd00007 + cpd00067 + cpd03985 <=> cpd00003 + cpd03986;cpd00004 + cpd00007 + cpd03985 <=> cpd00003 + cpd03986;cpd00007 + cpd03985 <=> cpd03986;1.13.11.-;Biphenyl degradation|rn00621;00621;=>;-71.0997;1.92229;R05247;rxn03561;R05247;All:R05247
rxn03562;;cpd00007 + cpd03987 <=> cpd00067 + cpd03988;cpd00007 + cpd03987 <=> cpd03988;cpd00007 + cpd03987 <=> cpd03988;1.13.11.-;Biphenyl degradation|rn00621;00621;=>;-72.0297;1.79441;R05248;rxn03562;R05248;All:R05248
rxn03563;Resorcinol,NADPH:oxogen oxidoreductase (2-hydroxylating);cpd00005 + cpd00007 + cpd00067 + cpd01208 <=> cpd00001 + cpd00006 + cpd01822;cpd00005 + cpd00007 + cpd01208 <=> cpd00001 + cpd00006 + cpd01822;cpd00007 + cpd01208 <=> cpd01822;1.14.13.7;gamma-Hexachlorocyclohexane degradation|rn00361;00361;=>;-95.8267;1.31456;R05249;rxn03563;R05249;All:R05249
rxn03564;;cpd00001 + cpd00006 + cpd00813 <=> cpd00005 + cpd00007 + cpd00067 + cpd01208;cpd00001 + cpd00006 + cpd00813 <=> cpd00005 + cpd00007 + cpd01208;cpd00813 <=> cpd00007 + cpd01208;;;;<=;95.8267;1.31456;R05250;rxn03564;R05250;All:R05250
